Leaving Date,Leaving Reason,Start Date,Division Name,Job Title,Grade Code,Position Reference,FTE,Staff Category,Contract Type,Division Name,Faculty Name,School Name,Subject Group Name,Salary
30/09/2016,Retired,04/09/1978,Academic Affairs,Lecturer,HU08,CHRSCS048,1,Academic,Continuing,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Computer Science,51260
30/09/2016,Resigned,01/10/2012,Academic Affairs,Professor,HU10,CHRD065097,1,Academic,Continuing,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,64895
30/09/2016,Resigned,19/11/2012,Academic Affairs,Research Assistant,HU06,CHRDSP100,1,Academic,Fixed Term,Academic Affairs,Faculty of Science and Engineering,School of Life Sciences,Sport Health and Exercise Science (SHES),27629
30/09/2016,Resigned,16/04/2012,Academic Affairs,Lecturer,HU08,CHRD22004,1,Academic,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",School of Law and Politics,Law,42955
30/09/2016,Contract Expired,19/10/2015,Academic Affairs,Graduate Research Assistant,HU06,CHRDGO116,1,Academic,Fixed Term,Academic Affairs,Faculty of Science and Engineering,School of Environmental Sciences,Geology,26829
30/09/2016,VLS/Retired,22/07/2001,Academic Affairs,Lecturer,HU08,CHRSNS047,1,Academic,Continuing,Academic Affairs,Faculty of Health and Social Care,Health and Social Work,Nursing,46925
30/09/2016,Retired,01/10/1995,Academic Affairs,Reader,HU09,CHRSBS026,0.2,Academic,Continuing,Academic Affairs,Faculty of Science and Engineering,School of Environmental Sciences,Biology,55998
30/09/2016,VLS/Leaver,01/02/2016,Research and Enterprise,Senior Marketing and Events Officer,HU07,CHRDMK002,1,Professional,Continuing,Research and Enterprise,PVC Research and Enterprise Office,Marketing and Communications,Marketing Team,33943
30/09/2016,VLS/Leaver,27/02/1984,Chief Finance Office,Faculty Finance Officer,HU09,CHRFSE002,1,Professional,Continuing,Chief Finance Office,Finance Directorate,Finance Directorate,Finance Office,55998
30/09/2016,Resigned,01/09/2008,Research and Enterprise,Academic,,CHRFEE32517802,0,Academic,Fee,Research and Enterprise,PVC Research and Enterprise Office,Place and Strategic Relationships,Place and Strategic Relationships,
30/09/2016,Resigned,01/09/2008,Academic Affairs,Lecturer,HU07,CHRD008147,1,Academic,Continuing,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Computer Science,38183
30/09/2016,Resigned,01/10/2012,Academic Affairs,Professor,HU10,CHRD013147,1,Academic,Continuing,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Mechanical Engineering,72802
30/09/2016,Resigned,01/09/2013,Academic Affairs,Lecturer,HU08,CHRD010009,1,Academic,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Economics,46925
30/09/2016,VLS/Leaver,11/04/2014,Academic Affairs,Administration Assistant,HU04,CHRDAD019,0.74,Professional,Fixed Term,Academic Affairs,Scarborough - Services,Scarborough Executive,Scarborough Executives Office,19485
01/10/2016,Contract Expired,01/09/2016,Central,External Examiners,,CHREXTEXAM303433,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/10/2016,Contract Expired,01/09/2016,Central,External Examiners,,CHREXTEXAM303434,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/10/2016,Contract Expired,01/09/2016,Central,External Examiners,,CHREXTEXAM303436,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/10/2016,Contract Expired,01/09/2016,Central,External Examiners,,CHREXTEXAM303443,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
02/10/2016,Resigned,05/09/2011,Academic Affairs,Reader,HU09,CHRFOH025,1,Academic,Continuing,Academic Affairs,Faculty of Health and Social Care,Health and Social Work,Nursing,52793
06/10/2016,Resigned,11/01/2016,Chief Finance Office,Cleaner,HU01,CHRSET231,0.44,Professional,Continuing,Chief Finance Office,Campus and Accommodation Services,Catering and Events,Hull Campus Commercial Services,15052
10/10/2016,Resigned,24/10/1999,Chief Finance Office,Leisure Assistant,HU03,CHRD475081,1,Professional,Continuing,Chief Finance Office,Campus and Accommodation Services,Catering and Events,Hull Sport,18412
19/10/2016,Resigned,01/04/2014,Academic Affairs,Administrator,HU04,CHRD065143,0,Professional,Continuing,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Teacher Education,19485
21/10/2016,Resigned,31/08/2012,Chief Finance Office,Team Leader (Catering),HU02,CHRD453052,1,Professional,Continuing,Chief Finance Office,Campus and Accommodation Services,Catering and Events,Hull Campus Commercial Services,15976
25/10/2016,Resigned,17/09/2012,Chief Finance Office,Assistant (Cleaner),HU01,CHRDLN090,0.55,Professional,Continuing,Chief Finance Office,Campus and Accommodation Services,Catering and Events,Halls of Residence Cleaning and Portering,15052
26/10/2016,Contract Expired,27/10/2014,Academic Affairs,Research Fellow,HU07,CHRD492012,1,Academic,Fixed Term,Academic Affairs,Hull York Medical School,Hull York Medical School,Centre for Health and Population Sciences,34956
28/10/2016,Contract Expired,12/01/2016,Academic Affairs,Assistant Archivist,HU06,CHRD482010,1,Professional,Fixed Term,Academic Affairs,University Library,Hull History Centre,Archives Team,26829
28/10/2016,Contract Expired,16/11/2015,Academic Affairs,Digital Technologies Network Project Developer,HU06,CHRD065151,0.21,Professional,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,27629
28/10/2016,Contract Expired,01/02/2016,Academic Affairs,Glass Blowing Technician,HU06,CHRD006230,0.62,Professional,Temporary,Academic Affairs,Faculty of Science and Engineering,School of Mathematics and Physical Sciences,Chemistry,32004
31/10/2016,VLS/Retired,08/01/2001,Academic Affairs,Professor,HU10,CHRSBU017,1,Academic,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Organisational Behaviour and HRM,79006
31/10/2016,Contract Expired,16/12/2010,Academic Affairs,Lecturer,HU09,CHRFEE16316324,0,Academic,Fee,Academic Affairs,Faculty of Health and Social Care,Health and Social Work,"Psychological Health, Wellbeing and Social Work",
31/10/2016,Resigned,30/07/2012,Academic Affairs,Faculty Manager,HU10,CHRDHU203,1,Professional,Fixed Term,Academic Affairs,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,59400
31/10/2016,Resigned,01/09/2014,Academic Affairs,Professor,HU10,CHRD056007,1,Academic,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Accounting and Finance,94510
31/10/2016,VLS/Retired,21/08/1989,Academic Affairs,Senior Lecturer,HU09,CHRDUG022,1,Academic,Continuing,Academic Affairs,Faculty of Health and Social Care,Health and Social Work,Midwifery,55998
31/10/2016,Retired,01/11/2014,Academic Affairs,Expert Consultant - AACSB,HU10,CHRD026023,0,Academic,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Management Systems,55998
31/10/2016,Resigned,15/04/2002,University Registrar and Secretary,Support and Development Analyst,HU08,CHRD303023,1,Professional,Continuing,University Registrar and Secretary,University Secretary,University Secretary Office,University Secretary Office,46925
31/10/2016,Resigned,03/07/2006,Human Resources,Diversity and Inclusion Advisor,HU07,CHRD469001,1,Professional,Continuing,Human Resources,Human Resources,People Services and Organisational Development,"Equality, Diversity and Inclusion",38183
31/10/2016,VLS/Leaver,18/07/2011,Academic Affairs,Administration Assistant,HU04,CHRD480001,1,Professional,Continuing,Academic Affairs,Scarborough - Services,Scarborough Student Administration,Scarborough Student Administration Office,21220
31/10/2016,Retired,01/11/1997,Chief Finance Office,Student Financial Services Team Leader,HU07,CHRD15004,1,Professional,Continuing,Chief Finance Office,Finance Directorate,Finance Directorate,Student Finance Services,38183
31/10/2016,Retired,20/04/1998,Academic Affairs,Secretary,HU04,CHRSLC005,1,Professional,Continuing,Academic Affairs,Faculty of Arts Cultures and Education,School of The Arts,English,21220
31/10/2016,Resigned,22/07/2008,Academic Affairs,Lecturer,HU08,CHRDMS009,1,Academic,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Marketing and Business Strategy,46925
01/11/2016,Contract Expired,01/10/2016,Central,External Examiners,,CHREXTEXAM303447,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/11/2016,Contract Expired,01/10/2016,Central,External Examiners,,CHREXTEXAM303448,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/11/2016,Contract Expired,01/10/2016,Central,External Examiners,,CHREXTEXAM303452,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/11/2016,Contract Expired,01/10/2016,Central,External Examiners,,CHREXTEXAM303460,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/11/2016,Contract Expired,01/10/2016,Central,External Examiners,,CHREXTEXAM303453,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/11/2016,Contract Expired,01/10/2016,Central,External Examiners,,CHREXTEXAM303455,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/11/2016,Contract Expired,01/10/2016,Central,External Examiners,,CHREXTEXAM303456,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/11/2016,Contract Expired,01/10/2016,Central,External Examiners,,CHREXTEXAM303461,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
01/11/2016,Contract Expired,01/10/2016,Central,External Examiners,,CHREXTEXAM303459,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
02/11/2016,Resigned,19/09/2016,Chief Finance Office,Cleaner,HU01,CHRD448040,0.48,Professional,Fixed Term,Chief Finance Office,Estates,Operations,Cleaning Services,14767
04/11/2016,Resigned,01/09/2016,Academic Affairs,Graduate Teaching Assistant,GTA,CHRDOB025,0.16,Academic,Fixed Term,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Organisational Behaviour and HRM,49056
07/11/2016,Resigned,28/04/2014,Academic Affairs,Post-Doc Research Fellow,HU07,CHRD013176,1,Academic,Fixed Term,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Mechanical Engineering,34956
07/11/2016,Not Started,07/11/2016,Chief Finance Office,Cleaner,HU01,CHRD448063,0.49,Professional,Fixed Term,Chief Finance Office,Estates,Operations,Cleaning Services,14767
07/11/2016,Resigned,18/01/2013,Academic Affairs,Research Assistant,HU06,CHRD013151,1,Academic,Fixed Term,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Mechanical Engineering,30175
07/11/2016,Resigned,06/10/2013,Academic Affairs,Post-Doctoral Research Fellow,HU07,CHRD013180,1,Academic,Fixed Term,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Mechanical Engineering,33943
11/11/2016,Resigned,25/04/2016,Human Resources,HR Project Coordinator,HU07,CHRDPE099,1,Professional,Fixed Term,Human Resources,Human Resources,People Services and Organisational Development,Resourcing,32959
15/11/2016,Resigned,17/03/2014,Academic Affairs,Post-Doctoral Research Assistant,HU06,CHRD058168,1,Academic,Fixed Term,Academic Affairs,Faculty of Science and Engineering,School of Environmental Sciences,Biology,29301
18/11/2016,Resigned,06/10/2014,Academic Affairs,Lecturer,HU07,CHRD065164,0.24,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,36001
18/11/2016,Resigned,06/10/2014,Academic Affairs,Tutor,HU07,CHRFEE06516116,0,Academic,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,
18/11/2016,Resigned,29/02/2016,Human Resources,HR Administrator,HU04,CHRDPE097,1,Professional,Continuing,Human Resources,Human Resources,People Services and Organisational Development,Resourcing,18412
22/11/2016,Deceased/Died in Service,08/10/1990,Chief Finance Office,General Assistant,HU01,CHRDSH153,0.77,Professional,Continuing,Chief Finance Office,Campus and Accommodation Services,Catering and Events,Hull Campus Commercial Services,15052
22/11/2016,VLS/Leaver,04/03/2002,Academic Affairs,Lecturer,HU08,CHRDSE003,1,Academic,Continuing,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,48327
25/11/2016,Resigned,01/06/2015,Chief Finance Office,Platform Services Analyst (Band 6),HU06,CHRD064088,1,Professional,Fixed Term,Chief Finance Office,Information and Communication Technology,IT Infrastructure Services,Platform Services,21843
30/11/2016,Resigned,14/10/2013,Academic Affairs,Demonstrator (Academic),HU06,CHRFEE01316429,0,Academic,Fee,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Mechanical Engineering,
30/11/2016,Resigned,01/09/2007,Research and Enterprise,Professor,HU10,CHRDCW225,0,Academic,Continuing,Research and Enterprise,PVC Research and Enterprise Office,Institutes,Wilberforce Institute for the Study of Slavery and Emancipation,55998
30/11/2016,Contract Expired,01/09/2015,Academic Affairs,Dyslexia Tutor,HU07,CHRFEE22415947,0,Professional,Fee,Academic Affairs,Scarborough - Services,Scarborough Student Support,Scarborough Student Wellbeing,
30/11/2016,Contract Expired,01/11/2010,Central,External Examiners,,CHREXTEXAM302147,0,Academic,Fee,Central,External Examiners,External Examiners,External Examiners,
30/11/2016,Contract Expired,18/04/2016,Academic Affairs,Catering Assistant,HU01,CHRFEE17117570,0,Professional,Fee,Academic Affairs,Scarborough - Services,Scarborough Facilities,Scarborough Catering,
30/11/2016,Contract Expired,01/01/2015,Education,Assistant to,HU01,CHRFEE34717787,0,Professional,Fee,Education,Education,Learning Enhancement and Academic Practice,Learning Enhancement and Academic Practice,
30/11/2016,Contract Expired,01/01/2015,Education,Student Ambassador,HU01,CHRFEE18217888,0,Professional,Fee,Education,Student Recruitment Directorate,Admissions Service,Admissions,
30/11/2016,Contract Expired,01/01/2015,Academic Affairs,Student Ambassador,HU01,CHRFEE21716559,0,Professional,Fee,Academic Affairs,"Faculty of Business, Law and Politics",Faculty of Business Law and Politics Office,Faculty of Business Law and Politics Office,
30/11/2016,Contract Expired,01/01/2015,Education,Student Ambassador,,CHRFEE18215328,0,Professional,Fee,Education,Student Recruitment Directorate,Admissions Service,Admissions,
30/11/2016,Contract Expired,01/09/2016,Academic Affairs,Project Assistant,HU06,CHRFEE01617987,0,Academic,Occasional Worker,Academic Affairs,Faculty of Science and Engineering,School of Environmental Sciences,Geology,
30/11/2016,Contract Expired,17/10/2014,University Registrar and Secretary,Assistant Warden,,CHR00435,0,Professional,Occasional Worker,University Registrar and Secretary,Student Services,Student Wellbeing Learning and Welfare Support,Health and Wellbeing Team,
30/11/2016,Resigned,01/06/2013,Academic Affairs,Lecturer,HU08,CHRDMS022,1,Academic,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Marketing and Business Strategy,46925
